Date,Day,Period,Nswprice,Nswdemand,Vicprice,Vicdemand,Transfer,Class
0.004602,2,0.382979,0.121202,0.672716,0.003467,0.422915,0.414912,UP
0.004602,2,0.404255,0.121202,0.681196,0.003467,0.422915,0.414912,UP
0.004602,2,0.425532,0.043953,0.65665,0.003467,0.422915,0.414912,DOWN
0.004602,2,0.446809,0.121202,0.631062,0.003467,0.422915,0.414912,UP
0.004602,2,0.468085,0.043833,0.613359,0.003467,0.422915,0.414912,DOWN
0.004602,2,0.489362,0.089498,0.59878,0.003467,0.422915,0.414912,UP
0.004602,2,0.510638,0.121202,0.591342,0.003467,0.422915,0.414912,UP
0.004602,2,0.531915,0.089498,0.583457,0.003467,0.422915,0.414912,UP
0.004602,2,0.553191,0.089498,0.574978,0.003467,0.422915,0.414912,UP
0.004602,2,0.574468,0.121202,0.571407,0.003467,0.422915,0.414912,UP
0.004602,2,0.595745,0.043833,0.559952,0.003467,0.422915,0.414912,DOWN
0.004602,2,0.617021,0.089498,0.547902,0.003467,0.422915,0.414912,UP
0.004602,2,0.638298,0.121202,0.550134,0.003467,0.422915,0.414912,UP
0.004602,2,0.659574,0.121202,0.569176,0.003467,0.422915,0.414912,UP
0.004602,2,0.680851,0.121202,0.598929,0.003467,0.422915,0.414912,UP
0.004602,2,0.702128,0.152756,0.667063,0.003467,0.422915,0.414912,UP
0.004602,2,0.723404,0.150354,0.76748,0.003467,0.422915,0.414912,UP
0.004602,2,0.744681,0.121202,0.829366,0.003467,0.422915,0.414912,UP
0.004602,2,0.765957,0.121202,0.819101,0.003467,0.422915,0.414912,UP
0.004602,2,0.787234,0.121202,0.788456,0.003467,0.422915,0.414912,UP
0.004602,2,0.808511,0.121202,0.74695,0.003467,0.422915,0.414912,UP
0.004602,2,0.829787,0.043953,0.709313,0.003467,0.422915,0.414912,DOWN
0.004602,2,0.851064,0.121202,0.6867,0.003467,0.422915,0.414912,UP
0.004602,2,0.87234,0.121202,0.654121,0.003467,0.422915,0.414912,UP
0.004602,2,0.893617,0.043833,0.595805,0.003467,0.422915,0.414912,DOWN
0.004602,2,0.914894,0.07878,0.541654,0.003467,0.422915,0.414912,DOWN
0.004602,2,0.93617,0.086075,0.569473,0.003467,0.422915,0.414912,UP
0.004602,2,0.957447,0.07878,0.546415,0.003467,0.422915,0.414912,DOWN
0.004602,2,0.978723,0.07878,0.562333,0.003467,0.422915,0.414912,DOWN
0.004602,2,1,0.07878,0.551175,0.003467,0.422915,0.414912,DOWN
0.004646,3,0,0.07878,0.542844,0.003467,0.422915,0.414912,DOWN
0.004646,3,0.021277,0.07878,0.523505,0.003467,0.422915,0.414912,DOWN
0.004646,3,0.042553,0.07878,0.502975,0.003467,0.422915,0.414912,DOWN
0.004646,3,0.06383,0.07854,0.432907,0.003467,0.422915,0.414912,DOWN
0.004646,3,0.085106,0.077069,0.37355,0.003467,0.422915,0.414912,DOWN
0.004646,3,0.106383,0.077069,0.330408,0.003467,0.422915,0.414912,DOWN
0.004646,3,0.12766,0.077069,0.278935,0.003467,0.422915,0.414912,DOWN
0.004646,3,0.148936,0.075507,0.243231,0.003467,0.422915,0.414912,DOWN
0.004646,3,0.170213,0.076798,0.222404,0.003467,0.422915,0.414912,DOWN
0.004646,3,0.191489,0.076798,0.221214,0.003467,0.422915,0.414912,DOWN
0.004646,3,0.212766,0.076798,0.244124,0.003467,0.422915,0.414912,DOWN
0.004646,3,0.234043,0.079891,0.29396,0.003467,0.422915,0.414912,DOWN
0.004646,3,0.255319,0.086075,0.397352,0.003467,0.422915,0.414912,DOWN
0.004646,3,0.276596,0.086075,0.513984,0.003467,0.422915,0.414912,DOWN
0.004646,3,0.297872,0.089798,0.552068,0.003467,0.422915,0.414912,UP
0.004646,3,0.319149,0.089798,0.639839,0.003467,0.422915,0.414912,UP
0.004646,3,0.340426,0.089798,0.665129,0.003467,0.422915,0.414912,DOWN
0.004646,3,0.361702,0.089798,0.653823,0.003467,0.422915,0.414912,DOWN
0.004646,3,0.382979,0.152756,0.682535,0.003467,0.422915,0.414912,UP
0.004646,3,0.404255,0.119731,0.679708,0.003467,0.422915,0.414912,UP
0.004646,3,0.425532,0.152756,0.65903,0.003467,0.422915,0.414912,UP
0.004646,3,0.446809,0.119731,0.630765,0.003467,0.422915,0.414912,UP
0.004646,3,0.468085,0.119731,0.612467,0.003467,0.422915,0.414912,UP
0.004646,3,0.489362,0.152756,0.616483,0.003467,0.422915,0.414912,UP
0.004646,3,0.510638,0.152756,0.588069,0.003467,0.422915,0.414912,UP
0.004646,3,0.531915,0.119731,0.580333,0.003467,0.422915,0.414912,UP
0.004646,3,0.553191,0.119731,0.586879,0.003467,0.422915,0.414912,UP
0.004646,3,0.574468,0.152756,0.580928,0.003467,0.422915,0.414912,UP
0.004646,3,0.595745,0.120151,0.570068,0.003467,0.422915,0.414912,UP
0.004646,3,0.617021,0.120151,0.562779,0.003467,0.422915,0.414912,UP
0.004646,3,0.638298,0.140417,0.565308,0.003467,0.422915,0.414912,UP
0.004646,3,0.659574,0.160532,0.600863,0.003467,0.422915,0.414912,UP
0.004646,3,0.680851,0.179596,0.645344,0.003467,0.422915,0.414912,UP
0.004646,3,0.702128,0.224931,0.704552,0.003467,0.422915,0.414912,UP
0.004646,3,0.723404,0.224931,0.772538,0.003467,0.422915,0.414912,UP
0.004646,3,0.744681,0.224931,0.838441,0.003467,0.422915,0.414912,UP
0.004646,3,0.765957,0.224931,0.827135,0.003467,0.422915,0.414912,UP
0.004646,3,0.787234,0.179596,0.797977,0.003467,0.422915,0.414912,UP
0.004646,3,0.808511,0.160532,0.753794,0.003467,0.422915,0.414912,UP
0.004646,3,0.829787,0.152756,0.723743,0.003467,0.422915,0.414912,UP
0.004646,3,0.851064,0.224481,0.691015,0.003467,0.422915,0.414912,UP
0.004646,3,0.87234,0.179596,0.660369,0.003467,0.422915,0.414912,UP
0.004646,3,0.893617,0.152756,0.602946,0.003467,0.422915,0.414912,UP
0.004646,3,0.914894,0.074817,0.537638,0.003467,0.422915,0.414912,DOWN
0.004646,3,0.93617,0.179596,0.567242,0.003467,0.422915,0.414912,UP
0.004646,3,0.957447,0.099135,0.564267,0.003467,0.422915,0.414912,DOWN
0.004646,3,0.978723,0.152756,0.563672,0.003467,0.422915,0.414912,UP
0.004646,3,1,0.099135,0.555043,0.003467,0.422915,0.414912,DOWN
0.00469,4,0,0.099135,0.546712,0.003467,0.422915,0.414912,DOWN
0.00469,4,0.021277,0.095803,0.525141,0.003467,0.422915,0.414912,DOWN
0.00469,4,0.042553,0.063138,0.497471,0.003467,0.422915,0.414912,DOWN
0.00469,4,0.06383,0.076798,0.437072,0.003467,0.422915,0.414912,DOWN
0.00469,4,0.085106,0.079891,0.374442,0.003467,0.422915,0.414912,DOWN
0.00469,4,0.106383,0.076798,0.325647,0.003467,0.422915,0.414912,DOWN
0.00469,4,0.12766,0.076798,0.281315,0.003467,0.422915,0.414912,DOWN
0.00469,4,0.148936,0.042272,0.243231,0.003467,0.422915,0.414912,DOWN
0.00469,4,0.170213,0.075177,0.22166,0.003467,0.422915,0.414912,DOWN
0.00469,4,0.191489,0.075207,0.215115,0.003467,0.422915,0.414912,DOWN
0.00469,4,0.212766,0.075627,0.242339,0.003467,0.422915,0.414912,DOWN
0.00469,4,0.234043,0.075868,0.293216,0.003467,0.422915,0.414912,DOWN
0.00469,4,0.255319,0.086075,0.395567,0.003467,0.422915,0.414912,DOWN
0.00469,4,0.276596,0.119731,0.517703,0.003467,0.422915,0.414912,DOWN
0.00469,4,0.297872,0.091059,0.555489,0.003467,0.422915,0.414912,DOWN
0.00469,4,0.319149,0.120001,0.635079,0.003467,0.422915,0.414912,DOWN
0.00469,4,0.340426,0.091059,0.656204,0.003467,0.422915,0.414912,DOWN
0.00469,4,0.361702,0.091059,0.637013,0.003467,0.422915,0.414912,DOWN
0.00469,4,0.382979,0.119731,0.666468,0.003467,0.422915,0.414912,DOWN
0.00469,4,0.404255,0.119731,0.67108,0.003467,0.422915,0.414912,DOWN
0.00469,4,0.425532,0.119731,0.647724,0.003467,0.422915,0.414912,DOWN
0.00469,4,0.446809,0.119731,0.625855,0.003467,0.422915,0.414912,DOWN
0.00469,4,0.468085,0.120001,0.60964,0.003467,0.422915,0.414912,DOWN
0.00469,4,0.489362,0.119731,0.599673,0.003467,0.422915,0.414912,DOWN
0.00469,4,0.510638,0.119731,0.592681,0.003467,0.422915,0.414912,DOWN
0.00469,4,0.531915,0.120001,0.584499,0.003467,0.422915,0.414912,DOWN
0.00469,4,0.553191,0.15807,0.578251,0.003467,0.422915,0.414912,UP
0.00469,4,0.574468,0.181968,0.570663,0.003467,0.422915,0.414912,UP
0.00469,4,0.595745,0.120001,0.56144,0.003467,0.422915,0.414912,DOWN
0.00469,4,0.617021,0.120001,0.550878,0.003467,0.422915,0.414912,DOWN
0.00469,4,0.638298,0.120001,0.544927,0.003467,0.422915,0.414912,DOWN
0.00469,4,0.659574,0.120151,0.556828,0.003467,0.422915,0.414912,DOWN
0.00469,4,0.680851,0.120151,0.591044,0.003467,0.422915,0.414912,DOWN
0.00469,4,0.702128,0.181968,0.652633,0.003467,0.422915,0.414912,UP
0.00469,4,0.723404,0.209109,0.743082,0.003467,0.422915,0.414912,UP
0.00469,4,0.744681,0.225351,0.808688,0.003467,0.422915,0.414912,UP
0.00469,4,0.765957,0.209109,0.804225,0.003467,0.422915,0.414912,UP
0.00469,4,0.787234,0.181968,0.786671,0.003467,0.422915,0.414912,UP
0.00469,4,0.808511,0.160532,0.747694,0.003467,0.422915,0.414912,UP
0.00469,4,0.829787,0.152756,0.720321,0.003467,0.422915,0.414912,UP
0.00469,4,0.851064,0.221178,0.700387,0.003467,0.422915,0.414912,UP
0.00469,4,0.87234,0.181968,0.668997,0.003467,0.422915,0.414912,UP
0.00469,4,0.893617,0.152756,0.609194,0.003467,0.422915,0.414912,UP
0.00469,4,0.914894,0.106611,0.544332,0.003467,0.422915,0.414912,DOWN
0.00469,4,0.93617,0.152756,0.572449,0.003467,0.422915,0.414912,UP
0.00469,4,0.957447,0.120001,0.573788,0.003467,0.422915,0.414912,DOWN
0.00469,4,0.978723,0.120001,0.567986,0.003467,0.422915,0.414912,DOWN
0.00469,4,1,0.120001,0.556084,0.003467,0.422915,0.414912,DOWN
0.004734,5,0,0.106611,0.541654,0.003467,0.422915,0.414912,DOWN
0.004734,5,0.021277,0.120001,0.517257,0.003467,0.422915,0.414912,DOWN
0.004734,5,0.042553,0.082172,0.48795,0.003467,0.422915,0.414912,DOWN
0.004734,5,0.06383,0.042452,0.42413,0.003467,0.422915,0.414912,DOWN
0.004734,5,0.085106,0.075207,0.366111,0.003467,0.422915,0.414912,DOWN
0.004734,5,0.106383,0.075207,0.320738,0.003467,0.422915,0.414912,DOWN
0.004734,5,0.12766,0.075207,0.265843,0.003467,0.422915,0.414912,DOWN
0.004734,5,0.148936,0.042272,0.230735,0.003467,0.422915,0.414912,DOWN
0.004734,5,0.170213,0.042272,0.20842,0.003467,0.422915,0.414912,DOWN
0.004734,5,0.191489,0.075207,0.205594,0.003467,0.422915,0.414912,DOWN
0.004734,5,0.212766,0.075207,0.226867,0.003467,0.422915,0.414912,DOWN
0.004734,5,0.234043,0.072415,0.278489,0.003467,0.422915,0.414912,DOWN
0.004734,5,0.255319,0.082172,0.384409,0.003467,0.422915,0.414912,DOWN
0.004734,5,0.276596,0.106161,0.500893,0.003467,0.422915,0.414912,DOWN
0.004734,5,0.297872,0.091059,0.53972,0.003467,0.422915,0.414912,DOWN
0.004734,5,0.319149,0.091059,0.625558,0.003467,0.422915,0.414912,DOWN
0.004734,5,0.340426,0.091059,0.651294,0.003467,0.422915,0.414912,DOWN
0.004734,5,0.361702,0.091059,0.641773,0.003467,0.422915,0.414912,DOWN
0.004734,5,0.382979,0.075117,0.673163,0.003467,0.422915,0.414912,DOWN
0.004734,5,0.404255,0.075117,0.682386,0.003467,0.422915,0.414912,DOWN
0.004734,5,0.425532,0.075117,0.654567,0.003467,0.422915,0.414912,DOWN
0.004734,5,0.446809,0.075117,0.61812,0.003467,0.422915,0.414912,DOWN
0.004734,5,0.468085,0.075117,0.612467,0.003467,0.422915,0.414912,DOWN
0.004734,5,0.489362,0.075117,0.603243,0.003467,0.422915,0.414912,DOWN
0.004734,5,0.510638,0.075117,0.590598,0.003467,0.422915,0.414912,DOWN
0.004734,5,0.531915,0.075117,0.579887,0.003467,0.422915,0.414912,DOWN
0.004734,5,0.553191,0.075117,0.560994,0.003467,0.422915,0.414912,DOWN
0.004734,5,0.574468,0.075117,0.556531,0.003467,0.422915,0.414912,DOWN
0.004734,5,0.595745,0.075117,0.544035,0.003467,0.422915,0.414912,DOWN
0.004734,5,0.617021,0.075117,0.526629,0.003467,0.422915,0.414912,DOWN
0.004734,5,0.638298,0.075117,0.514728,0.003467,0.422915,0.414912,DOWN
0.004734,5,0.659574,0.075117,0.529158,0.003467,0.422915,0.414912,DOWN
0.004734,5,0.680851,0.075117,0.552663,0.003467,0.422915,0.414912,DOWN
0.004734,5,0.702128,0.119731,0.61321,0.003467,0.422915,0.414912,UP
0.004734,5,0.723404,0.152756,0.698453,0.003467,0.422915,0.414912,UP
0.004734,5,0.744681,0.119731,0.760339,0.003467,0.422915,0.414912,UP
0.004734,5,0.765957,0.106161,0.74814,0.003467,0.422915,0.414912,UP
0.004734,5,0.787234,0.091059,0.726272,0.003467,0.422915,0.414912,DOWN
0.004734,5,0.808511,0.091059,0.688039,0.003467,0.422915,0.414912,DOWN
0.004734,5,0.829787,0.091059,0.656947,0.003467,0.422915,0.414912,DOWN
0.004734,5,0.851064,0.106161,0.631508,0.003467,0.422915,0.414912,UP
0.004734,5,0.87234,0.119731,0.60607,0.003467,0.422915,0.414912,UP
0.004734,5,0.893617,0.075117,0.55787,0.003467,0.422915,0.414912,DOWN
0.004734,5,0.914894,0.072415,0.514281,0.003467,0.422915,0.414912,DOWN
0.004734,5,0.93617,0.180827,0.557721,0.003467,0.422915,0.414912,UP
0.004734,5,0.957447,0.106161,0.559209,0.003467,0.422915,0.414912,UP
0.004734,5,0.978723,0.152756,0.563523,0.003467,0.422915,0.414912,UP
0.004734,5,1,0.119731,0.551026,0.003467,0.422915,0.414912,UP
0.004779,6,0,0.106161,0.540613,0.003467,0.422915,0.414912,UP
0.004779,6,0.021277,0.106161,0.506694,0.003467,0.422915,0.414912,UP
0.004779,6,0.042553,0.072415,0.480363,0.003467,0.422915,0.414912,DOWN
0.004779,6,0.06383,0.072415,0.416989,0.003467,0.422915,0.414912,DOWN
0.004779,6,0.085106,0.072415,0.358524,0.003467,0.422915,0.414912,DOWN
0.004779,6,0.106383,0.042422,0.310473,0.003467,0.422915,0.414912,DOWN
0.004779,6,0.12766,0.042272,0.265843,0.003467,0.422915,0.414912,DOWN
0.004779,6,0.148936,0.042272,0.222999,0.003467,0.422915,0.414912,DOWN
0.004779,6,0.170213,0.060886,0.188188,0.003467,0.422915,0.414912,DOWN
0.004779,6,0.191489,0.060886,0.180303,0.003467,0.422915,0.414912,DOWN
0.004779,6,0.212766,0.067191,0.180899,0.003467,0.422915,0.414912,DOWN
0.004779,6,0.234043,0.067191,0.195478,0.003467,0.422915,0.414912,DOWN
0.004779,6,0.255319,0.076828,0.226421,0.003467,0.422915,0.414912,DOWN
0.004779,6,0.276596,0.075868,0.264951,0.003467,0.422915,0.414912,DOWN
0.004779,6,0.297872,0.084244,0.320738,0.003467,0.422915,0.414912,DOWN
0.004779,6,0.319149,0.091089,0.417138,0.003467,0.422915,0.414912,UP
0.004779,6,0.340426,0.106161,0.496578,0.003467,0.422915,0.414912,UP
0.004779,6,0.361702,0.114387,0.552663,0.003467,0.422915,0.414912,UP
0.004779,6,0.382979,0.119731,0.590301,0.003467,0.422915,0.414912,UP
0.004779,6,0.404255,0.114387,0.59759,0.003467,0.422915,0.414912,UP
0.004779,6,0.425532,0.106161,0.572151,0.003467,0.422915,0.414912,UP
0.004779,6,0.446809,0.106161,0.532133,0.003467,0.422915,0.414912,UP
0.004779,6,0.468085,0.089798,0.494198,0.003467,0.422915,0.414912,DOWN
0.004779,6,0.489362,0.076828,0.475454,0.003467,0.422915,0.414912,DOWN
0.004779,6,0.510638,0.076828,0.454924,0.003467,0.422915,0.414912,DOWN
0.004779,6,0.531915,0.056173,0.441982,0.003467,0.422915,0.414912,DOWN
0.004779,6,0.553191,0.056173,0.420559,0.003467,0.422915,0.414912,DOWN
0.004779,6,0.574468,0.062598,0.399286,0.003467,0.422915,0.414912,DOWN
0.004779,6,0.595745,0.062598,0.384856,0.003467,0.422915,0.414912,DOWN
0.004779,6,0.617021,0.062598,0.383071,0.003467,0.422915,0.414912,DOWN
0.004779,6,0.638298,0.062598,0.37831,0.003467,0.422915,0.414912,DOWN
0.004779,6,0.659574,0.062598,0.394377,0.003467,0.422915,0.414912,DOWN
0.004779,6,0.680851,0.076828,0.444362,0.003467,0.422915,0.414912,DOWN
0.004779,6,0.702128,0.106161,0.530943,0.003467,0.422915,0.414912,UP
0.004779,6,0.723404,0.151765,0.610086,0.003467,0.422915,0.414912,UP
0.004779,6,0.744681,0.231116,0.673907,0.003467,0.422915,0.414912,UP
0.004779,6,0.765957,0.152426,0.679113,0.003467,0.422915,0.414912,UP
0.004779,6,0.787234,0.147952,0.64698,0.003467,0.422915,0.414912,UP
0.004779,6,0.808511,0.119731,0.602053,0.003467,0.422915,0.414912,UP
0.004779,6,0.829787,0.106161,0.560101,0.003467,0.422915,0.414912,UP
0.004779,6,0.851064,0.089798,0.534067,0.003467,0.422915,0.414912,DOWN
0.004779,6,0.87234,0.062598,0.503868,0.003467,0.422915,0.414912,DOWN
0.004779,6,0.893617,0.062598,0.463701,0.003467,0.422915,0.414912,DOWN
0.004779,6,0.914894,0.062598,0.425766,0.003467,0.422915,0.414912,DOWN
0.004779,6,0.93617,0.076828,0.451205,0.003467,0.422915,0.414912,DOWN
0.004779,6,0.957447,0.076828,0.455817,0.003467,0.422915,0.414912,DOWN
0.004779,6,0.978723,0.076828,0.458792,0.003467,0.422915,0.414912,DOWN
0.004779,6,1,0.062598,0.436328,0.003467,0.422915,0.414912,DOWN
0.004823,7,0,0.062598,0.413716,0.003467,0.422915,0.414912,DOWN
0.004823,7,0.021277,0.062598,0.361053,0.003467,0.422915,0.414912,DOWN
0.004823,7,0.042553,0.062598,0.334276,0.003467,0.422915,0.414912,DOWN
0.004823,7,0.06383,0.062598,0.276108,0.003467,0.422915,0.414912,DOWN
0.004823,7,0.085106,0.062598,0.230289,0.003467,0.422915,0.414912,DOWN
0.004823,7,0.106383,0.061637,0.197263,0.003467,0.422915,0.414912,DOWN
0.004823,7,0.12766,0.061637,0.163344,0.003467,0.422915,0.414912,DOWN
0.004823,7,0.148936,0.061637,0.139691,0.003467,0.422915,0.414912,DOWN
0.004823,7,0.170213,0.060886,0.12169,0.003467,0.422915,0.414912,DOWN
0.004823,7,0.191489,0.060886,0.113508,0.003467,0.422915,0.414912,DOWN
0.004823,7,0.212766,0.060886,0.119161,0.003467,0.422915,0.414912,DOWN
0.004823,7,0.234043,0.061637,0.128682,0.003467,0.422915,0.414912,DOWN
0.004823,7,0.255319,0.062598,0.152633,0.003467,0.422915,0.414912,DOWN
0.004823,7,0.276596,0.062598,0.17837,0.003467,0.422915,0.414912,DOWN
0.004823,7,0.297872,0.068362,0.208123,0.003467,0.422915,0.414912,DOWN
0.004823,7,0.319149,0.062598,0.268521,0.003467,0.422915,0.414912,DOWN
0.004823,7,0.340426,0.060466,0.345879,0.003467,0.422915,0.414912,DOWN
0.004823,7,0.361702,0.058605,0.418477,0.003467,0.422915,0.414912,DOWN
0.004823,7,0.382979,0.062598,0.485867,0.003467,0.422915,0.414912,DOWN
0.004823,7,0.404255,0.062598,0.52886,0.003467,0.422915,0.414912,DOWN
0.004823,7,0.425532,0.060556,0.537043,0.003467,0.422915,0.414912,DOWN
0.004823,7,0.446809,0.062598,0.534811,0.003467,0.422915,0.414912,DOWN
0.004823,7,0.468085,0.076828,0.519191,0.003467,0.422915,0.414912,DOWN
0.004823,7,0.489362,0.062598,0.514877,0.003467,0.422915,0.414912,DOWN
0.004823,7,0.510638,0.076828,0.500744,0.003467,0.422915,0.414912,UP
0.004823,7,0.531915,0.062598,0.487206,0.003467,0.422915,0.414912,DOWN
0.004823,7,0.553191,0.076828,0.464148,0.003467,0.422915,0.414912,UP
0.004823,7,0.574468,0.076828,0.446147,0.003467,0.422915,0.414912,DOWN
0.004823,7,0.595745,0.076828,0.432312,0.003467,0.422915,0.414912,DOWN
0.004823,7,0.617021,0.076828,0.421006,0.003467,0.422915,0.414912,DOWN
0.004823,7,0.638298,0.076828,0.429337,0.003467,0.422915,0.414912,DOWN
0.004823,7,0.659574,0.084244,0.445254,0.003467,0.422915,0.414912,UP
0.004823,7,0.680851,0.093611,0.472776,0.003467,0.422915,0.414912,UP
0.004823,7,0.702128,0.114387,0.542101,0.003467,0.422915,0.414912,UP
0.004823,7,0.723404,0.121202,0.619905,0.003467,0.422915,0.414912,UP
0.004823,7,0.744681,0.121202,0.680452,0.003467,0.422915,0.414912,UP
0.004823,7,0.765957,0.121202,0.696073,0.003467,0.422915,0.414912,UP
0.004823,7,0.787234,0.099135,0.674799,0.003467,0.422915,0.414912,UP
0.004823,7,0.808511,0.076828,0.649509,0.003467,0.422915,0.414912,UP
0.004823,7,0.829787,0.089798,0.615144,0.003467,0.422915,0.414912,UP
0.004823,7,0.851064,0.076828,0.576763,0.003467,0.422915,0.414912,UP
0.004823,7,0.87234,0.062598,0.550283,0.003467,0.422915,0.414912,DOWN
0.004823,7,0.893617,0.062598,0.49762,0.003467,0.422915,0.414912,DOWN
0.004823,7,0.914894,0.062598,0.442725,0.003467,0.422915,0.414912,DOWN
0.004823,7,0.93617,0.076828,0.455965,0.003467,0.422915,0.414912,UP
0.004823,7,0.957447,0.062598,0.438262,0.003467,0.422915,0.414912,DOWN
0.004823,7,0.978723,0.062598,0.442725,0.003467,0.422915,0.414912,DOWN
0.004823,7,1,0.062598,0.411782,0.003467,0.422915,0.414912,DOWN
0.004867,1,0,0.042572,0.386938,0.003467,0.422915,0.414912,DOWN
0.004867,1,0.021277,0.056173,0.341416,0.003467,0.422915,0.414912,DOWN
0.004867,1,0.042553,0.042572,0.326093,0.003467,0.422915,0.414912,DOWN
0.004867,1,0.06383,0.056173,0.276406,0.003467,0.422915,0.414912,DOWN
0.004867,1,0.085106,0.061637,0.238024,0.003467,0.422915,0.414912,DOWN
0.004867,1,0.106383,0.056173,0.202767,0.003467,0.422915,0.414912,DOWN
0.004867,1,0.12766,0.061637,0.181791,0.003467,0.422915,0.414912,DOWN
0.004867,1,0.148936,0.061637,0.162898,0.003467,0.422915,0.414912,DOWN
0.004867,1,0.170213,0.059295,0.154716,0.003467,0.422915,0.414912,DOWN
0.004867,1,0.191489,0.074727,0.160518,0.003467,0.422915,0.414912,UP
0.004867,1,0.212766,0.056173,0.195329,0.003467,0.422915,0.414912,DOWN
0.004867,1,0.234043,0.056173,0.246206,0.003467,0.422915,0.414912,DOWN
0.004867,1,0.255319,0.056173,0.35421,0.003467,0.422915,0.414912,DOWN
0.004867,1,0.276596,0.056173,0.469652,0.003467,0.422915,0.414912,DOWN
0.004867,1,0.297872,0.074817,0.510562,0.003467,0.422915,0.414912,UP
0.004867,1,0.319149,0.089798,0.588962,0.003467,0.422915,0.414912,UP
0.004867,1,0.340426,0.10475,0.613954,0.003467,0.422915,0.414912,UP
0.004867,1,0.361702,0.089798,0.612169,0.003467,0.422915,0.414912,UP
0.004867,1,0.382979,0.089798,0.642368,0.003467,0.422915,0.414912,UP
0.004867,1,0.404255,0.089798,0.652484,0.003467,0.422915,0.414912,UP
0.004867,1,0.425532,0.089798,0.633889,0.003467,0.422915,0.414912,UP
0.004867,1,0.446809,0.074937,0.60964,0.003467,0.422915,0.414912,DOWN
0.004867,1,0.468085,0.089798,0.590003,0.003467,0.422915,0.414912,UP
0.004867,1,0.489362,0.089798,0.589557,0.003467,0.422915,0.414912,UP
0.004867,1,0.510638,0.074997,0.575722,0.003467,0.422915,0.414912,DOWN
0.004867,1,0.531915,0.074997,0.563969,0.003467,0.422915,0.414912,DOWN
0.004867,1,0.553191,0.074997,0.560994,0.003467,0.422915,0.414912,DOWN
0.004867,1,0.574468,0.089798,0.55296,0.003467,0.422915,0.414912,UP
0.004867,1,0.595745,0.089798,0.539572,0.003467,0.422915,0.414912,UP
0.004867,1,0.617021,0.075207,0.527373,0.003467,0.422915,0.414912,DOWN
0.004867,1,0.638298,0.089798,0.526927,0.003467,0.422915,0.414912,UP
0.004867,1,0.659574,0.10475,0.543737,0.003467,0.422915,0.414912,UP
0.004867,1,0.680851,0.106161,0.574085,0.003467,0.422915,0.414912,UP
0.004867,1,0.702128,0.164615,0.637459,0.003467,0.422915,0.414912,UP
0.004867,1,0.723404,0.166777,0.716453,0.003467,0.422915,0.414912,UP
0.004867,1,0.744681,0.166777,0.780422,0.003467,0.422915,0.414912,UP
0.004867,1,0.765957,0.149664,0.768968,0.003467,0.422915,0.414912,UP
0.004867,1,0.787234,0.140417,0.733561,0.003467,0.422915,0.414912,UP
0.004867,1,0.808511,0.106161,0.693395,0.003467,0.422915,0.414912,UP
0.004867,1,0.829787,0.089798,0.662005,0.003467,0.422915,0.414912,UP
0.004867,1,0.851064,0.139726,0.62526,0.003467,0.422915,0.414912,UP
0.004867,1,0.87234,0.120151,0.601904,0.003467,0.422915,0.414912,UP
0.004867,1,0.893617,0.10475,0.549093,0.003467,0.422915,0.414912,UP
0.004867,1,0.914894,0.081452,0.496727,0.003467,0.422915,0.414912,DOWN
0.004867,1,0.93617,0.106161,0.531836,0.003467,0.422915,0.414912,UP
0.004867,1,0.957447,0.106161,0.516067,0.003467,0.422915,0.414912,UP
0.004867,1,0.978723,0.106161,0.530943,0.003467,0.422915,0.414912,UP
0.004867,1,1,0.106161,0.523951,0.003467,0.422915,0.414912,UP
0.004911,2,0,0.106161,0.518149,0.003467,0.422915,0.414912,UP
0.004911,2,0.021277,0.103999,0.497025,0.003467,0.422915,0.414912,UP
0.004911,2,0.042553,0.106161,0.473073,0.003467,0.422915,0.414912,UP
0.004911,2,0.06383,0.075207,0.407319,0.003467,0.422915,0.414912,DOWN
0.004911,2,0.085106,0.075207,0.349747,0.003467,0.422915,0.414912,DOWN
0.004911,2,0.106383,0.077879,0.30244,0.003467,0.422915,0.414912,DOWN
0.004911,2,0.12766,0.077879,0.252008,0.003467,0.422915,0.414912,DOWN
0.004911,2,0.148936,0.075207,0.220024,0.003467,0.422915,0.414912,DOWN
0.004911,2,0.170213,0.074997,0.193544,0.003467,0.422915,0.414912,DOWN
0.004911,2,0.191489,0.074727,0.184023,0.003467,0.422915,0.414912,DOWN
0.004911,2,0.212766,0.075267,0.216007,0.003467,0.422915,0.414912,DOWN
0.004911,2,0.234043,0.077879,0.260339,0.003467,0.422915,0.414912,DOWN
0.004911,2,0.255319,0.086075,0.368789,0.003467,0.422915,0.414912,DOWN
0.004911,2,0.276596,0.099766,0.479917,0.003467,0.422915,0.414912,UP
0.004911,2,0.297872,0.081452,0.520083,0.003467,0.422915,0.414912,DOWN
0.004911,2,0.319149,0.090729,0.603541,0.003467,0.422915,0.414912,DOWN
0.004911,2,0.340426,0.090729,0.619458,0.003467,0.422915,0.414912,DOWN
0.004911,2,0.361702,0.077669,0.613359,0.003467,0.422915,0.414912,DOWN
0.004911,2,0.382979,0.091119,0.640732,0.003467,0.422915,0.414912,DOWN
0.004911,2,0.404255,0.091119,0.645195,0.003467,0.422915,0.414912,DOWN
0.004911,2,0.425532,0.091119,0.613359,0.003467,0.422915,0.414912,DOWN
