Attr1,Attr2,Attr3,Attr4,Attr5,Attr6,Attr7,Attr8,Attr9,Attr10,Class
0.221004,0.10223,0.764127,0.265487,0.970345,0.967136,0.593907,0.275414,0.220601,0.315971,0
0.660859,0.41615,0.300105,0.060332,0.802658,0.153091,0.135757,0.193375,0.871104,0.850383,0
0.789013,0.405137,0.489619,0.085857,0.029043,0.827111,0.65076,0.774798,0.818593,0.114347,0
0.911246,0.758375,0.545003,0.198324,0.537321,0.309705,0.163278,0.883801,0.534846,0.949438,1
0.967735,0.785737,0.800444,0.817242,0.921117,0.638372,0.692977,0.667755,0.877394,0.804971,1
0.010914,0.187075,0.058174,0.5279,0.262677,0.559546,0.869434,0.385984,0.17049,0.10635,0
0.695923,0.051156,0.460523,0.392127,0.949465,0.849875,0.288161,0.826522,0.323037,0.619581,1
0.211022,0.024779,0.059797,0.625142,0.171705,0.375452,0.825464,0.718414,0.079114,0.962362,0
0.591492,0.885648,0.487665,0.610789,0.5157,0.674554,0.9959,0.504784,0.525565,0.939071,0
0.54929,0.486518,0.697267,0.733583,0.036669,0.932041,0.166195,0.875527,0.881599,0.917103,1
0.859373,0.763994,0.08886,0.724984,0.127235,0.042148,0.410912,0.899468,0.016956,0.194445,0
0.903631,0.214423,0.931735,0.284218,0.7462,0.099028,0.537563,0.937617,0.714706,0.394656,1
0.073089,0.71584,0.414566,0.493764,0.233666,0.968367,0.845736,0.969379,0.311917,0.241961,0
0.76754,0.897871,0.766048,0.33306,0.971445,0.993645,0.394599,0.24422,0.433743,0.305495,1
0.530376,0.737866,0.37186,0.44166,0.458189,0.535872,0.115092,0.54222,0.341566,0.961574,1
0.028058,0.848316,0.545253,0.993041,0.087819,0.821125,0.815027,0.272055,0.788995,0.629745,1
0.924095,0.804823,0.540991,0.551815,0.562319,0.463795,0.844114,0.372884,0.643068,0.771218,1
0.885194,0.145312,0.82669,0.907133,0.786323,0.972847,0.367012,0.933299,0.647425,0.285083,0
0.815421,0.804568,0.103863,0.070592,0.590333,0.48386,0.966607,0.972896,0.73522,0.580812,1
0.206801,0.377467,0.585649,0.575251,0.371799,0.945677,0.248852,0.167403,0.838146,0.414497,0
0.199354,0.832742,0.359327,0.017947,0.467435,0.240535,0.881745,0.026859,0.466061,0.508189,0
0.159835,0.515434,0.654958,0.245713,0.441014,0.070584,0.545049,0.807926,0.76681,0.443943,1
0.712338,0.56836,0.409041,0.593528,0.80332,0.409753,0.66945,0.532181,0.005506,0.44541,1
0.664191,0.06674,0.07504,0.746511,0.508767,0.818476,0.580843,0.430052,0.899624,0.773221,0
0.444581,0.522401,0.535873,0.068037,0.508087,0.077124,0.944256,0.350403,0.332733,0.471005,0
0.767495,0.164226,0.908809,0.243114,0.675159,0.407388,0.741153,0.936471,0.813049,0.627774,1
0.128636,0.840021,0.548249,0.250696,0.834782,0.945774,0.269816,0.221197,0.840128,0.746304,1
0.298592,0.468212,0.429498,0.445468,0.743304,0.936042,0.907263,0.027893,0.163323,0.313963,0
0.720951,0.747096,0.359076,0.946466,0.693536,0.64132,0.523265,0.964588,0.145647,0.178748,1
0.40628,0.850756,0.96679,0.271717,0.367582,0.479299,0.684579,0.985392,0.495383,0.081988,1
0.161462,0.289584,0.534497,0.352512,0.154344,0.654211,0.449153,0.255979,0.52283,0.970468,1
0.782205,0.459461,0.067243,0.731269,0.073338,0.713113,0.598375,0.717433,0.800257,0.752137,1
0.771489,0.517474,0.760129,0.405828,0.384299,0.386909,0.68237,0.096875,0.968728,0.556701,1
0.378701,0.405524,0.630636,0.683238,0.997066,0.199046,0.344431,0.194396,0.581955,0.741614,1
0.263051,0.933583,0.701935,0.168244,0.312132,0.356028,0.350832,0.688417,0.827842,0.158161,0
0.311611,0.510706,0.887808,0.823132,0.280526,0.506841,0.342642,0.903831,0.519685,0.727518,1
0.410644,0.752753,0.703604,0.328499,0.837324,0.010564,0.641158,0.533366,0.864848,0.678291,1
0.854453,0.101764,0.223431,0.462866,0.464039,0.740623,0.270614,0.053805,0.641085,0.780666,0
0.854015,0.112654,0.077293,0.392694,0.708291,0.461348,0.370439,0.105505,0.567298,0.346377,0
0.125364,0.12692,0.075882,0.405371,0.38616,0.659258,0.889415,0.969541,0.961226,0.835335,0
0.328783,0.82862,0.371828,0.625374,0.386824,0.940515,0.147597,0.615598,0.395482,0.888727,1
0.305438,0.052119,0.295326,0.031209,0.853809,0.640697,0.425416,0.557018,0.416269,0.049243,0
0.479044,0.999141,0.200618,0.96638,0.443525,0.211553,0.418828,0.224351,0.360825,0.072155,0
0.241845,0.287041,0.161078,0.962858,0.215296,0.976815,0.57272,0.230094,0.427894,0.230702,0
0.707459,0.824713,0.786368,0.07835,0.737668,0.790721,0.910154,0.381064,0.18411,0.84851,0
0.738608,0.800954,0.673236,0.752512,0.387072,0.939434,0.034167,0.24569,0.794469,0.636983,0
0.725572,0.40187,0.933719,0.142868,0.817873,0.501556,0.339901,0.849845,0.884946,0.599393,1
0.051252,0.17212,0.086148,0.647252,0.463744,0.316751,0.551297,0.692174,0.709174,0.19781,0
0.339144,0.169071,0.323535,0.708206,0.427339,0.019895,0.955677,0.892983,0.805439,0.871926,1
0.329751,0.42413,0.959104,0.864794,0.812143,0.566138,0.882767,0.203731,0.367307,0.505593,1
0.845683,0.706591,0.780095,0.658811,0.545958,0.053334,0.431711,0.155041,0.142192,0.666629,0
0.420035,0.537713,0.201232,0.00344,0.218201,0.794796,0.89632,0.899464,0.830177,0.701333,0
0.336714,0.995064,0.987992,0.508301,0.185281,0.184139,0.96759,0.094845,0.216598,0.616247,1
0.382625,0.683502,0.793221,0.298569,0.845973,0.691729,0.2331,0.688439,0.968539,0.931005,1
0.335008,0.20557,0.319219,0.667917,0.851606,0.15809,0.379788,0.581202,0.165784,0.030789,0
0.834224,0.74307,0.610487,0.808468,0.279215,0.567171,0.198289,0.355868,0.493554,0.15718,1
0.003357,0.98823,0.30956,0.987043,0.685128,0.16512,0.441166,0.159069,0.994303,0.701836,1
0.202889,0.112401,0.254777,0.195505,0.967236,0.380425,0.114224,0.213075,0.298757,0.387358,0
0.629602,0.828646,0.53091,0.749494,0.29327,0.994469,0.365752,0.835169,0.045481,0.903166,1
0.820019,0.700632,0.150012,0.291863,0.879873,0.172106,0.248351,0.313542,0.755291,0.473234,1
0.012625,0.806136,0.323018,0.908395,0.045585,0.592632,0.868596,0.276642,0.783621,0.211477,0
0.485061,0.331307,0.6712,0.876874,0.904861,0.577093,0.177906,0.614907,0.819528,0.490304,1
0.582745,0.390581,0.052115,0.795362,0.453897,0.664034,0.662069,0.486065,0.223646,0.538978,0
0.435699,0.854089,0.47224,0.116588,0.479958,0.042015,0.576864,0.104795,0.093633,0.817927,0
0.721258,0.303758,0.279196,0.909693,0.389887,0.361043,0.136342,0.155898,0.599267,0.22918,0
0.16329,0.409444,0.851048,0.543875,0.549131,0.26459,0.581488,0.956216,0.514229,0.696283,1
0.478365,0.915837,0.768779,0.915857,0.504822,0.562734,0.665447,0.531569,0.66784,0.750595,1
0.028271,0.731718,0.252043,0.703954,0.246049,0.017272,0.203295,0.682245,0.492353,0.575484,0
0.203965,0.790076,0.517861,0.309872,0.821585,0.663553,0.8807,0.163624,0.949521,0.634375,1
0.372997,0.698445,0.34208,0.117865,0.740051,0.517024,0.479231,0.01302,0.87164,0.627221,0
0.02623,0.391946,0.599598,0.68631,0.12307,0.528407,0.056711,0.015864,0.777193,0.967091,0
0.691502,0.65395,0.413559,0.783721,0.602399,0.505929,0.866585,0.610737,0.465189,0.541393,1
0.45972,0.378453,0.308893,0.398707,0.316022,0.336342,0.704748,0.050496,0.17567,0.266815,0
0.210487,0.268272,0.746854,0.348291,0.458942,0.160196,0.665192,0.607186,0.550867,0.156758,0
0.066301,0.436414,0.876265,0.07978,0.304848,0.36939,0.604081,0.337066,0.724573,0.659068,0
0.94885,0.800088,0.50429,0.442142,0.855622,0.341009,0.263914,0.427374,0.097727,0.600141,1
0.193241,0.174078,0.437954,0.818983,0.262206,0.516603,0.910819,0.555357,0.916478,0.320688,1
0.361431,0.8735,0.402548,0.62956,0.364275,0.8296,0.71636,0.132393,0.632478,0.754403,1
0.585613,0.839678,0.366462,0.300022,0.275286,0.888094,0.049655,0.281309,0.375001,0.487718,0
0.115478,0.058837,0.914333,0.426135,0.358129,0.387943,0.428313,0.052612,0.176152,0.909472,0
0.623138,0.566126,0.876358,0.318532,0.718899,0.674137,0.747369,0.879154,0.217575,0.413331,1
0.39665,0.269596,0.849945,0.875349,0.371536,0.38922,0.634197,0.312852,0.150771,0.038176,0
0.120764,0.767872,0.721178,0.440546,0.945445,0.365938,0.535479,0.063878,0.953029,0.420904,1
0.567986,0.900768,0.553617,0.040805,0.980898,0.549454,0.321894,0.795719,0.309209,0.991411,0
0.90986,0.260473,0.032041,0.157893,0.871574,0.975567,0.107599,0.059392,0.509713,0.204624,0
0.604908,0.684248,0.478345,0.299785,0.079482,0.940931,0.475874,0.515896,0.735875,0.034098,0
0.682589,0.574244,0.957034,0.451308,0.212332,0.672351,0.135946,0.744649,0.257741,0.286547,0
0.768597,0.918071,0.858819,0.650439,0.815606,0.003691,0.011466,0.452018,0.630381,0.100005,1
0.031887,0.900714,0.829538,0.811845,0.693521,0.68342,0.149386,0.659744,0.477716,0.717538,1
0.647494,0.327852,0.53892,0.049707,0.291381,0.014707,0.803428,0.81559,0.671924,0.28253,0
0.9968,0.676823,0.507164,0.293992,0.836156,0.700542,0.267381,0.315785,0.443796,0.804941,1
0.352513,0.677929,0.604181,0.55966,0.019289,0.293607,0.427143,0.037156,0.191706,0.799243,0
0.267741,0.180903,0.211588,0.299397,0.424704,0.879232,0.432087,0.916993,0.733553,0.628488,0
0.078122,0.000141,0.368369,0.320641,0.669934,0.983891,0.959713,0.474163,0.498851,0.666677,0
0.105375,0.812497,0.390786,0.409981,0.661255,0.716584,0.043485,0.534057,0.20038,0.056604,0
0.892769,0.130581,0.936719,0.911804,0.551633,0.261574,0.682036,0.845265,0.528809,0.841805,1
0.864218,0.252825,0.593452,0.516826,0.186098,0.230495,0.885495,0.558786,0.192291,0.75805,1
0.874253,0.116527,0.157944,0.871402,0.698313,0.297686,0.204455,0.571613,0.450354,0.667718,1
0.218179,0.173925,0.161953,0.712068,0.573139,0.435845,0.03695,0.188286,0.567172,0.601104,0
0.106366,0.00159,0.346368,0.195675,0.235643,0.792959,0.252461,0.753227,0.088654,0.190296,0
0.987866,0.973804,0.333285,0.332163,0.845068,0.79567,0.239684,0.92071,0.128822,0.798269,1
0.572204,0.838092,0.93981,0.728162,0.597316,0.76458,0.611844,0.170998,0.529413,0.673832,1
0.142794,0.475782,0.502088,0.241579,0.803794,0.212127,0.392891,0.95437,0.627412,0.064823,0
0.258588,0.380095,0.915402,0.999682,0.096856,0.895838,0.983091,0.022357,0.267177,0.367321,0
0.667068,0.127951,0.407851,0.927057,0.138974,0.979672,0.451747,0.749973,0.066073,0.962188,0
0.388461,0.443254,0.64336,0.338595,0.669923,0.855801,0.343064,0.657948,0.875249,0.987017,1
0.652766,0.880587,0.618733,0.407031,0.010866,0.63989,0.818841,0.295971,0.91288,0.961901,1
0.359375,0.090779,0.168985,0.793968,0.304451,0.801272,0.890303,0.271653,0.703371,0.259272,0
0.13621,0.184405,0.202606,0.943228,0.049507,0.714131,0.166364,0.185548,0.912039,0.734415,0
0.843414,0.626999,0.098546,0.500144,0.709575,0.826993,0.462773,0.73765,0.271914,0.281946,1
0.780426,0.94193,0.004572,0.338583,0.963598,0.128738,0.648913,0.018393,0.544056,0.802661,1
0.426222,0.407007,0.170012,0.756497,0.249475,0.519544,0.089481,0.813406,0.219568,0.030875,0
0.791238,0.430569,0.63867,0.405788,0.499395,0.742408,0.341888,0.850893,0.123308,0.238426,0
0.881235,0.055144,0.731417,0.043722,0.617282,0.379135,0.868009,0.011004,0.188743,0.475202,0
0.240203,0.294185,0.596121,0.354484,0.669339,0.611873,0.946332,0.076318,0.910997,0.177587,0
0.612558,0.226103,0.16645,0.988156,0.351127,0.63247,0.868355,0.152256,0.384573,0.933565,1
0.857543,0.436471,0.76639,0.154456,0.615956,0.53875,0.862122,0.785418,0.126875,0.917001,1
0.300956,0.236497,0.409006,0.505104,0.225218,0.596366,0.141107,0.083928,0.62669,0.261084,0
0.001806,0.73286,0.950579,0.841339,0.369183,0.496532,0.468887,0.072995,0.076401,0.482479,0
0.368666,0.984896,0.108152,0.884781,0.081403,0.040387,0.968461,0.152936,0.106961,0.510464,0
0.856429,0.768326,0.456235,0.616274,0.072562,0.884137,0.236153,0.07465,0.779856,0.246582,0
0.478799,0.60482,0.446332,0.861009,0.520733,0.00869,0.225186,0.78972,0.272088,0.961784,1
0.439864,0.588483,0.732201,0.99949,0.019784,0.254432,0.275969,0.569138,0.052068,0.27169,0
0.014144,0.344711,0.702671,0.950638,0.441602,0.914633,0.520636,0.179761,0.940275,0.014203,1
0.035557,0.675004,0.91242,0.199686,0.379459,0.458294,0.36462,0.516601,0.288355,0.074507,0
0.870636,0.625401,0.187738,0.845349,0.004773,0.831661,0.751382,0.324124,0.030701,0.825081,0
0.487632,0.899509,0.566146,0.89791,0.660598,0.684066,0.803689,0.844205,0.663477,0.891398,1
0.156586,0.019663,0.375896,0.94821,0.711095,0.232338,0.807955,0.402543,0.900026,0.761088,1
0.101579,0.12056,0.423205,0.379909,0.449465,0.987988,0.820502,0.483106,0.742061,0.879997,1
0.635962,0.75763,0.81791,0.393334,0.802458,0.732999,0.621431,0.906256,0.929935,0.481812,1
0.81705,0.835993,0.178091,0.119969,0.441791,0.854208,0.376199,0.120884,0.874361,0.053636,0
0.290533,0.060599,0.543353,0.983263,0.719429,0.99003,0.100854,0.448942,0.554289,0.64605,1
0.859792,0.029122,0.043968,0.679285,0.311931,0.516165,0.155994,0.29996,0.250261,0.815439,0
0.921084,0.215301,0.14488,0.387117,0.371145,0.867668,0.067394,0.985707,0.635886,0.948195,0
0.255949,0.115805,0.69203,0.962075,0.057785,0.059298,0.356663,0.475543,0.194202,0.364369,0
0.653959,0.439265,0.98182,0.922021,0.167242,0.506078,0.224178,0.662396,0.955387,0.137569,1
0.725999,0.945347,0.785207,0.223876,0.489949,0.224626,0.404254,0.978473,0.58781,0.783899,1
0.879253,0.670503,0.027927,0.096382,0.222549,0.408332,0.872176,0.017191,0.434446,0.324743,0
0.43541,0.788995,0.006517,0.671603,0.894871,0.782388,0.470454,0.713048,0.136254,0.51518,1
0.006427,0.903252,0.818439,0.428858,0.639639,0.129194,0.274722,0.397585,0.629542,0.760237,1
0.529838,0.494339,0.347266,0.37882,0.291142,0.954877,0.195807,0.983581,0.276207,0.052001,0
0.389247,0.344789,0.897767,0.520749,0.990577,0.377179,0.740228,0.418767,0.471952,0.203793,0
0.036279,0.743402,0.311197,0.578699,0.358576,0.670146,0.255982,0.383785,0.632189,0.888153,0
0.423743,0.791993,0.725784,0.898283,0.917585,0.171196,0.010334,0.05203,0.334548,0.354835,1
0.576748,0.049309,0.507141,0.130026,0.09148,0.127423,0.754085,0.919959,0.135247,0.984183,0
0.661465,0.322912,0.434513,0.248095,0.435287,0.257962,0.957162,0.518197,0.340943,0.751819,0
0.973528,0.605926,0.040855,0.188466,0.597399,0.876945,0.115168,0.863859,0.841703,0.707373,1
0.478339,0.817566,0.326413,0.634101,0.99855,0.976983,0.87797,0.892733,0.632432,0.281796,1
0.577261,0.883452,0.919881,0.388577,0.614393,0.159226,0.473093,0.557609,0.544867,0.415035,1
0.49189,0.409786,0.930887,0.443891,0.575936,0.633721,0.470222,0.074171,0.730322,0.480543,1
0.420677,0.37891,0.893281,0.355676,0.184322,0.831342,0.045932,0.006397,0.921369,0.597945,0
0.292778,0.721286,0.569183,0.801468,0.88703,0.733107,0.438111,0.19091,0.504733,0.203639,1
0.787741,0.794397,0.348118,0.246715,0.224097,0.72218,0.812374,0.502199,0.954617,0.95082,1
0.839285,0.43042,0.173738,0.181347,0.09237,0.955974,0.358455,0.335168,0.83683,0.862433,0
0.733677,0.159862,0.960118,0.563599,0.255912,0.518305,0.843176,0.302501,0.036769,0.484774,0
0.915697,0.218038,0.942178,0.944173,0.708757,0.898606,0.076748,0.725684,0.262442,0.145447,1
0.535744,0.745275,0.177963,0.410639,0.362349,0.272379,0.870484,0.04295,0.569803,0.109454,0
0.659812,0.545423,0.826409,0.510655,0.424049,0.505303,0.342075,0.568396,0.555954,0.181573,1
0.084661,0.645306,0.536464,0.071684,0.141105,0.754333,0.352556,0.764847,0.215415,0.178355,0
0.275153,0.735037,0.833379,0.21982,0.039311,0.01768,0.373683,0.35923,0.870825,0.189672,0
0.226033,0.465865,0.518002,0.575302,0.461995,0.210632,0.217846,0.282177,0.628707,0.670122,0
0.535773,0.921281,0.287626,0.447845,0.629783,0.651069,0.504955,0.554761,0.135493,0.339948,0
0.960677,0.815808,0.785341,0.283743,0.637725,0.660146,0.252988,0.865074,0.545172,0.753626,0
0.613775,0.140178,0.140226,0.959696,0.518516,0.143583,0.317167,0.121209,0.521223,0.412538,0
0.9399,0.200412,0.210326,0.390247,0.968497,0.809081,0.383377,0.565601,0.264378,0.90939,1
0.581493,0.954969,0.839489,0.439739,0.048799,0.659645,0.77232,0.703026,0.983753,0.76207,1
0.621001,0.239289,0.137246,0.118962,0.814501,0.606919,0.829154,0.818018,0.723916,0.930467,1
0.803253,0.937358,0.363048,0.707964,0.846408,0.166519,0.719961,0.069419,0.837652,0.514053,1
0.850776,0.875663,0.708529,0.893045,0.49223,0.65693,0.796499,0.491377,0.617349,0.550068,1
0.399364,0.206547,0.577826,0.831213,0.12505,0.535842,0.897639,0.187321,0.6769,0.05745,0
0.138856,0.813526,0.102858,0.442462,0.529847,0.327064,0.274378,0.311518,0.060834,0.110725,0
0.272658,0.282128,0.894832,0.536395,0.124748,0.995602,0.700673,0.116463,0.505376,0.032074,0
0.88323,0.893313,0.997336,0.858151,0.59971,0.840232,0.987102,0.378289,0.632225,0.242258,1
0.492901,0.241249,0.142595,0.424465,0.421708,0.711373,0.768386,0.856851,0.906293,0.710793,1
0.779334,0.496254,0.068579,0.730323,0.765882,0.639365,0.2371,0.42994,0.71829,0.516687,1
0.465696,0.640784,0.041139,0.166249,0.219936,0.795891,0.946775,0.02882,0.351824,0.063154,0
0.340296,0.525454,0.541959,0.424101,0.330996,0.376339,0.440773,0.019858,0.831461,0.232921,0
0.521156,0.724174,0.634134,0.377213,0.861577,0.816999,0.739738,0.605166,0.146628,0.773881,1
0.185057,0.642605,0.629914,0.105857,0.377148,0.340803,0.590787,0.012707,0.265396,0.009688,0
0.766462,0.979437,0.468966,0.257974,0.378875,0.326251,0.671985,0.915053,0.997147,0.038825,1
0.615684,0.509817,0.66258,0.620688,0.203362,0.573009,0.695083,0.84117,0.313721,0.560979,1
0.100173,0.346042,0.313049,0.437692,0.581714,0.291629,0.448456,0.418567,0.20957,0.330957,0
0.154565,0.984636,0.096835,0.689631,0.948203,0.263691,0.767438,0.026063,0.490387,0.645118,1
0.701391,0.026874,0.292182,0.15227,0.728733,0.862254,0.720744,0.724015,0.122333,0.325731,0
0.592763,0.903482,0.730247,0.020355,0.227957,0.975368,0.04493,0.208991,0.272086,0.639356,0
0.52216,0.487576,0.737109,0.859104,0.486799,0.191988,0.146093,0.449187,0.57502,0.401044,1
0.705677,0.046497,0.978095,0.855104,0.142761,0.286793,0.448988,0.706947,0.888657,0.841348,1
0.93703,0.405977,0.853674,0.36266,0.53471,0.220583,0.156312,0.57173,0.177254,0.231481,0
0.911318,0.559403,0.175278,0.684292,0.326487,0.400799,0.600937,0.623286,0.468961,0.453564,0
0.771881,0.952917,0.888014,0.274593,0.625881,0.270577,0.021358,0.178032,0.463506,0.925965,1
0.617027,0.891326,0.518065,0.474952,0.209252,0.222878,0.958728,0.262276,0.306759,0.205154,0
0.148928,0.273182,0.460657,0.230052,0.176856,0.027351,0.896524,0.107258,0.969158,0.405335,0
0.955937,0.739519,0.487687,0.863787,0.489096,0.242538,0.414618,0.839568,0.339904,0.818305,1
0.572272,0.619106,0.58399,0.346077,0.90087,0.187494,0.25587,0.046744,0.02821,0.571933,1
0.735699,0.542246,0.720043,0.580028,0.183678,0.982698,0.336481,0.775086,0.879917,0.564991,1
0.236325,0.543968,0.869614,0.353897,0.737615,0.592492,0.53257,0.613185,0.034054,0.623803,1
0.186482,0.371372,0.171402,0.551155,0.062437,0.747118,0.947493,0.636499,0.727677,0.189279,0
0.887621,0.458974,0.061146,0.126249,0.342733,0.613275,0.675682,0.844042,0.803913,0.245457,0
0.027382,0.209884,0.744034,0.033605,0.800341,0.236688,0.816619,0.680915,0.651572,0.616033,1
0.600526,0.814565,0.201138,0.712369,0.866213,0.565857,0.381168,0.115491,0.999066,0.54596,0
0.291436,0.292082,0.990009,0.952114,0.69855,0.339023,0.318588,0.952002,0.670687,0.426748,1
0.352646,0.098932,0.037136,0.792749,0.262586,0.965299,0.822899,0.633825,0.652717,0.490865,0
0.627684,0.592614,0.114923,0.847934,0.18452,0.96069,0.257107,0.73346,0.108196,0.777149,0
0.291728,0.716061,0.192488,0.775645,0.204158,0.957862,0.079315,0.450401,0.293295,0.211768,0
0.599044,0.504171,0.811488,0.272771,0.730511,0.277773,0.515694,0.463639,0.186588,0.650619,1
0.47962,0.870966,0.845125,0.727039,0.999961,0.599369,0.077368,0.106603,0.892651,0.297145,1
0.029202,0.993266,0.818488,0.638329,0.058387,0.760829,0.990612,0.777954,0.301115,0.40006,1
0.759743,0.656802,0.266941,0.401644,0.11804,0.108528,0.633317,0.002408,0.55785,0.838915,0
0.22901,0.992172,0.922886,0.879409,0.0699,0.988375,0.100526,0.38534,0.602155,0.913674,1
0.223223,0.209767,0.344202,0.817688,0.74929,0.45094,0.10781,0.924425,0.085339,0.295877,0
0.008704,0.817337,0.098113,0.421912,0.442428,0.725184,0.585326,0.893893,0.259277,0.354683,0
0.718477,0.722479,0.814087,0.882763,0.791473,0.783465,0.780113,0.688046,0.942644,0.849653,1
0.609087,0.017092,0.843087,0.898064,0.144023,0.305452,0.876358,0.292564,0.684642,0.850301,1
0.554098,0.231265,0.274289,0.368787,0.048194,0.387094,0.42497,0.911676,0.092684,0.879889,0
0.962231,0.18278,0.59413,0.523782,0.679369,0.746187,0.113477,0.555616,0.022887,0.242221,0
0.252188,0.910487,0.333986,0.184929,0.877451,0.763835,0.808925,0.714039,0.158213,0.028867,0
0.216295,0.017733,0.412831,0.673419,0.907383,0.614545,0.518978,0.171804,0.627717,0.732413,1
0.107106,0.407941,0.529284,0.088926,0.957453,0.890661,0.146225,0.820133,0.490055,0.413866,0
0.973164,0.880218,0.390578,0.752838,0.046075,0.797742,0.729642,0.389966,0.847575,0.058853,1
0.75345,0.876158,0.70065,0.186943,0.905546,0.079565,0.625062,0.686365,0.675224,0.278037,1
0.731568,0.303543,0.285848,0.202826,0.572282,0.460988,0.297753,0.617859,0.836615,0.482499,0
0.729096,0.429147,0.471579,0.324635,0.752573,0.152042,0.261813,0.866339,0.244766,0.443509,1
0.189275,0.775002,0.550768,0.252595,0.251124,0.534825,0.658797,0.884605,0.942216,0.047895,0
0.588435,0.963163,0.746597,0.588409,0.475275,0.411035,0.81526,0.788318,0.832511,0.587045,1
0.219491,0.623049,0.883451,0.70131,0.407508,0.627435,0.733328,0.173583,0.442558,0.155573,1
0.853515,0.601262,0.90423,0.98444,0.080661,0.19211,0.717193,0.30288,0.733669,0.638925,1
0.929505,0.938786,0.833407,0.519287,0.741737,0.81086,0.085642,0.01878,0.510762,0.737115,1
0.534515,0.47887,0.660281,0.108656,0.94766,0.154212,0.795194,0.981043,0.826379,0.59669,1
0.461401,0.435136,0.407178,0.837195,0.751947,0.9555,0.351975,0.221897,0.555549,0.207535,1
0.075491,0.502857,0.654034,0.475625,0.013837,0.281161,0.494271,0.942358,0.682466,0.130778,0
0.379699,0.338356,0.485106,0.010197,0.963447,0.279493,0.922118,0.250205,0.869405,0.760408,1
0.028368,0.957676,0.321957,0.646912,0.871394,0.207675,0.784883,0.509108,0.609591,0.469556,1
0.180461,0.297312,0.630011,0.905546,0.281519,0.305186,0.603807,0.598586,0.437532,0.516798,1
0.091045,0.064154,0.899357,0.445565,0.251733,0.654269,0.586105,0.803819,0.461899,0.914364,0
0.768738,0.79323,0.302982,0.539571,0.529414,0.162368,0.009106,0.597427,0.005154,0.009345,0
0.099676,0.531293,0.681122,0.21559,0.74819,0.697184,0.366458,0.416509,0.627876,0.725315,1
0.601432,0.215783,0.906467,0.277872,0.553228,0.007632,0.513077,0.196977,0.04448,0.619256,0
0.297912,0.787923,0.401033,0.182931,0.89064,0.352467,0.315372,0.896135,0.372251,0.107074,0
0.542496,0.141082,0.552647,0.277633,0.663464,0.523352,0.981151,0.706427,0.130337,0.950117,1
0.546174,0.494707,0.599929,0.693892,0.953817,0.604465,0.731325,0.295152,0.064922,0.228794,1
0.585705,0.076567,0.155306,0.88163,0.929196,0.972428,0.723489,0.28189,0.746351,0.953557,0
0.832925,0.470523,0.662782,0.191305,0.68567,0.942057,0.846306,0.59132,0.087638,0.048866,0
0.272784,0.121336,0.81223,0.630141,0.281956,0.992157,0.789682,0.783387,0.569801,0.575227,1
0.430216,0.72,0.252014,0.778047,0.686992,0.611545,0.420029,0.098149,0.853782,0.645111,1
0.473777,0.395045,0.475836,0.221805,0.156402,0.260116,0.289929,0.02025,0.487942,0.094297,0
0.642285,0.517204,0.759516,0.698743,0.584825,0.880925,0.982966,0.072974,0.315356,0.533164,1
0.851893,0.402318,0.39218,0.581587,0.674262,0.826626,0.740515,0.112465,0.693546,0.436773,1
0.345197,0.727453,0.174987,0.927348,0.717686,0.410519,0.398191,0.554416,0.143254,0.3959,0
0.752676,0.583259,0.559781,0.559416,0.14446,0.423702,0.850259,0.869589,0.201517,0.975198,1
0.346017,0.774835,0.127584,0.711514,0.510175,0.411109,0.433616,0.971025,0.953103,0.847257,1
0.9306,0.436137,0.653457,0.234543,0.930173,0.492949,0.855562,0.558079,0.577261,0.529508,1
0.112071,0.974327,0.427353,0.621751,0.449598,0.260797,0.695634,0.518893,0.182208,0.464133,0
0.744986,0.739932,0.155379,0.308068,0.844114,0.259868,0.686779,0.943168,0.923703,0.972469,1
0.166718,0.72811,0.010393,0.658744,0.901362,0.060975,0.651658,0.513677,0.598146,0.786577,1
0.558477,0.428003,0.31331,0.27084,0.044716,0.576921,0.416484,0.975638,0.636692,0.456851,0
0.621883,0.266435,0.996934,0.857152,0.398452,0.701903,0.563401,0.484289,0.703019,0.302262,1
0.688915,0.617597,0.528887,0.499722,0.583233,0.791291,0.656707,0.29176,0.804479,0.430471,1
0.045271,0.921864,0.496025,0.706918,0.420448,0.138169,0.13798,0.340952,0.177597,0.386362,0
0.580039,0.653001,0.688199,0.897171,0.006887,0.816831,0.689662,0.822768,0.639026,0.321848,1
0.439644,0.136108,0.647877,0.508565,0.618422,0.049584,0.174631,0.465654,0.847161,0.599404,1
0.845516,0.914386,0.150869,0.304634,0.76493,0.325843,0.034479,0.20716,0.025208,0.767479,0
0.262441,0.582496,0.170378,0.449161,0.444678,0.986173,0.707732,0.531401,0.727698,0.787054,0
0.528793,0.64333,0.777511,0.518366,0.14851,0.369911,0.067197,0.475075,0.245424,0.137599,0
0.528024,0.562385,0.777172,0.989262,0.883431,0.616493,0.310286,0.548123,0.481683,0.757987,1
0.629468,0.374956,0.71063,0.067956,0.474051,0.30665,0.965926,0.161285,0.565482,0.698742,1
0.425342,0.61559,0.340034,0.893946,0.544977,0.262587,0.686474,0.394609,0.952591,0.416397,1
0.543426,0.402876,0.139588,0.906022,0.592906,0.089276,0.187738,0.806065,0.583571,0.247979,0
0.036288,0.535213,0.579079,0.52556,0.548215,0.505927,0.229557,0.56108,0.404715,0.618765,0
